date;product_name;sum_sales
25/06/24;Dozer 15;1
26/06/24;Dozer 15;1
27/06/24;Dozer 15;1
28/06/24;Dozer 15;1
29/06/24;Dozer 15;1
30/06/24;Dozer 15;1
01/07/24;Dozer 15;1
02/07/24;Dozer 15;1
03/07/24;Dozer 15;2
04/07/24;Dozer 15;6
05/07/24;Dozer 15;3
06/07/24;Dozer 15;3
07/07/24;Dozer 15;1
08/07/24;Dozer 15;1
09/07/24;Dozer 15;1
10/07/24;Dozer 15;1
11/07/24;Dozer 15;1
12/07/24;Dozer 15;1
13/07/24;Dozer 15;3
14/07/24;Dozer 15;1
15/07/24;Dozer 15;2
16/07/24;Dozer 15;3
17/07/24;Dozer 15;1
18/07/24;Dozer 15;1
19/07/24;Dozer 15;1
20/07/24;Dozer 15;2
21/07/24;Dozer 15;1
22/07/24;Dozer 15;1
23/07/24;Dozer 15;1
24/07/24;Dozer 15;1
25/07/24;Dozer 15;1
26/07/24;Dozer 15;1
27/07/24;Dozer 15;3
28/07/24;Dozer 15;1
29/07/24;Dozer 15;1
30/07/24;Dozer 15;2
31/07/24;Dozer 15;3
01/08/24;Dozer 15;1
02/08/24;Dozer 15;1
03/08/24;Dozer 15;2
04/08/24;Dozer 15;2
05/08/24;Dozer 15;1
06/08/24;Dozer 15;1
07/08/24;Dozer 15;2
08/08/24;Dozer 15;3
09/08/24;Dozer 15;1
10/08/24;Dozer 15;1
11/08/24;Dozer 15;1
12/08/24;Dozer 15;1
13/08/24;Dozer 15;2
14/08/24;Dozer 15;1
15/08/24;Dozer 15;5
16/08/24;Dozer 15;2
17/08/24;Dozer 15;1
18/08/24;Dozer 15;1
19/08/24;Dozer 15;2
20/08/24;Dozer 15;1
21/08/24;Dozer 15;1
22/08/24;Dozer 15;1
23/08/24;Dozer 15;1
24/08/24;Dozer 15;1
25/08/24;Dozer 15;1
26/08/24;Dozer 15;3
27/08/24;Dozer 15;5
28/08/24;Dozer 15;1
29/08/24;Dozer 15;1
30/08/24;Dozer 15;2
31/08/24;Dozer 15;2
01/09/24;Dozer 15;1
02/09/24;Dozer 15;2
03/09/24;Dozer 15;1
04/09/24;Dozer 15;1
05/09/24;Dozer 15;1
06/09/24;Dozer 15;3
07/09/24;Dozer 15;1
08/09/24;Dozer 15;4
09/09/24;Dozer 15;2
10/09/24;Dozer 15;4
11/09/24;Dozer 15;3
12/09/24;Dozer 15;5
13/09/24;Dozer 15;1
14/09/24;Dozer 15;1
15/09/24;Dozer 15;2
16/09/24;Dozer 15;1
17/09/24;Dozer 15;5
18/09/24;Dozer 15;2
19/09/24;Dozer 15;3
20/09/24;Dozer 15;2
21/09/24;Dozer 15;1
22/09/24;Dozer 15;1
23/09/24;Dozer 15;3
24/09/24;Dozer 15;3
25/09/24;Dozer 15;1
26/09/24;Dozer 15;4
27/09/24;Dozer 15;1
28/09/24;Dozer 15;1
29/09/24;Dozer 15;2
30/09/24;Dozer 15;6
01/10/24;Dozer 15;1
02/10/24;Dozer 15;1
03/10/24;Dozer 15;1
04/10/24;Dozer 15;1
05/10/24;Dozer 15;2
06/10/24;Dozer 15;2
07/10/24;Dozer 15;1
08/10/24;Dozer 15;1
09/10/24;Dozer 15;1
10/10/24;Dozer 15;1
11/10/24;Dozer 15;1
12/10/24;Dozer 15;5
13/10/24;Dozer 15;1
14/10/24;Dozer 15;1
15/10/24;Dozer 15;1
16/10/24;Dozer 15;1
17/10/24;Dozer 15;1
18/10/24;Dozer 15;1
19/10/24;Dozer 15;1
20/10/24;Dozer 15;1
21/10/24;Dozer 15;1
22/10/24;Dozer 15;1
23/10/24;Dozer 15;1
24/10/24;Dozer 15;1
25/10/24;Dozer 15;1
26/10/24;Dozer 15;1
27/10/24;Dozer 15;1
28/10/24;Dozer 15;1
29/10/24;Dozer 15;1
30/10/24;Dozer 15;1
31/10/24;Dozer 15;1
01/11/24;Dozer 15;1
02/11/24;Dozer 15;1
03/11/24;Dozer 15;1
04/11/24;Dozer 15;2
05/11/24;Dozer 15;1
06/11/24;Dozer 15;1
07/11/24;Dozer 15;1
08/11/24;Dozer 15;1
09/11/24;Dozer 15;1
10/11/24;Dozer 15;1
11/11/24;Dozer 15;1
12/11/24;Dozer 15;1
13/11/24;Dozer 15;1
14/11/24;Dozer 15;1
15/11/24;Dozer 15;1
16/11/24;Dozer 15;1
17/11/24;Dozer 15;1
18/11/24;Dozer 15;1
19/11/24;Dozer 15;1
20/11/24;Dozer 15;1
21/11/24;Dozer 15;1
22/11/24;Dozer 15;1
23/11/24;Dozer 15;1
24/11/24;Dozer 15;1
25/11/24;Dozer 15;1
26/11/24;Dozer 15;1
27/11/24;Dozer 15;1
28/11/24;Dozer 15;1
29/11/24;Dozer 15;1
30/11/24;Dozer 15;1
01/12/24;Dozer 15;1
02/12/24;Dozer 15;1
03/12/24;Dozer 15;1
04/12/24;Dozer 15;1
05/12/24;Dozer 15;2
06/12/24;Dozer 15;1
07/12/24;Dozer 15;1
08/12/24;Dozer 15;1
09/12/24;Dozer 15;1
10/12/24;Dozer 15;1
11/12/24;Dozer 15;1
12/12/24;Dozer 15;1
13/12/24;Dozer 15;1
14/12/24;Dozer 15;1
15/12/24;Dozer 15;3
16/12/24;Dozer 15;1
17/12/24;Dozer 15;1
18/12/24;Dozer 15;1
19/12/24;Dozer 15;4
20/12/24;Dozer 15;1
21/12/24;Dozer 15;4
22/12/24;Dozer 15;1
23/12/24;Dozer 15;1
24/12/24;Dozer 15;2
25/12/24;Dozer 15;1
26/12/24;Dozer 15;2
27/12/24;Dozer 15;1
28/12/24;Dozer 15;4
29/12/24;Dozer 15;2
30/12/24;Dozer 15;1
31/12/24;Dozer 15;1
