date;product_name;sum_sales
21/06/24;Semangka 24;5
22/06/24;Semangka 24;4
23/06/24;Semangka 24;17
24/06/24;Semangka 24;17
25/06/24;Semangka 24;18
26/06/24;Semangka 24;14
27/06/24;Semangka 24;17
28/06/24;Semangka 24;4
29/06/24;Semangka 24;14
30/06/24;Semangka 24;8
01/07/24;Semangka 24;6
02/07/24;Semangka 24;7
03/07/24;Semangka 24;17
04/07/24;Semangka 24;4
05/07/24;Semangka 24;12
06/07/24;Semangka 24;5
07/07/24;Semangka 24;18
08/07/24;Semangka 24;14
09/07/24;Semangka 24;16
10/07/24;Semangka 24;17
11/07/24;Semangka 24;14
12/07/24;Semangka 24;4
13/07/24;Semangka 24;7
14/07/24;Semangka 24;13
15/07/24;Semangka 24;18
16/07/24;Semangka 24;8
17/07/24;Semangka 24;8
18/07/24;Semangka 24;17
19/07/24;Semangka 24;17
20/07/24;Semangka 24;9
21/07/24;Semangka 24;13
22/07/24;Semangka 24;17
23/07/24;Semangka 24;16
24/07/24;Semangka 24;14
25/07/24;Semangka 24;13
26/07/24;Semangka 24;7
27/07/24;Semangka 24;12
28/07/24;Semangka 24;17
29/07/24;Semangka 24;17
30/07/24;Semangka 24;4
31/07/24;Semangka 24;4
01/08/24;Semangka 24;15
02/08/24;Semangka 24;15
03/08/24;Semangka 24;9
04/08/24;Semangka 24;9
05/08/24;Semangka 24;9
06/08/24;Semangka 24;9
07/08/24;Semangka 24;15
08/08/24;Semangka 24;18
09/08/24;Semangka 24;18
10/08/24;Semangka 24;4
11/08/24;Semangka 24;17
12/08/24;Semangka 24;6
13/08/24;Semangka 24;11
14/08/24;Semangka 24;5
15/08/24;Semangka 24;9
16/08/24;Semangka 24;15
17/08/24;Semangka 24;13
18/08/24;Semangka 24;9
19/08/24;Semangka 24;18
20/08/24;Semangka 24;8
21/08/24;Semangka 24;8
22/08/24;Semangka 24;12
23/08/24;Semangka 24;12
24/08/24;Semangka 24;13
25/08/24;Semangka 24;8
26/08/24;Semangka 24;5
27/08/24;Semangka 24;10
28/08/24;Semangka 24;13
29/08/24;Semangka 24;11
30/08/24;Semangka 24;8
31/08/24;Semangka 24;4
01/09/24;Semangka 24;7
02/09/24;Semangka 24;4
03/09/24;Semangka 24;14
04/09/24;Semangka 24;17
05/09/24;Semangka 24;16
06/09/24;Semangka 24;17
07/09/24;Semangka 24;5
08/09/24;Semangka 24;15
09/09/24;Semangka 24;4
10/09/24;Semangka 24;10
11/09/24;Semangka 24;9
12/09/24;Semangka 24;18
13/09/24;Semangka 24;17
14/09/24;Semangka 24;17
15/09/24;Semangka 24;18
16/09/24;Semangka 24;6
17/09/24;Semangka 24;8
18/09/24;Semangka 24;13
19/09/24;Semangka 24;18
20/09/24;Semangka 24;7
21/09/24;Semangka 24;14
22/09/24;Semangka 24;15
23/09/24;Semangka 24;11
24/09/24;Semangka 24;16
25/09/24;Semangka 24;4
26/09/24;Semangka 24;18
27/09/24;Semangka 24;5
28/09/24;Semangka 24;7
29/09/24;Semangka 24;13
30/09/24;Semangka 24;5
01/10/24;Semangka 24;6
02/10/24;Semangka 24;15
03/10/24;Semangka 24;12
04/10/24;Semangka 24;12
05/10/24;Semangka 24;10
06/10/24;Semangka 24;4
07/10/24;Semangka 24;11
08/10/24;Semangka 24;15
09/10/24;Semangka 24;16
10/10/24;Semangka 24;4
11/10/24;Semangka 24;6
12/10/24;Semangka 24;13
13/10/24;Semangka 24;7
14/10/24;Semangka 24;8
15/10/24;Semangka 24;13
16/10/24;Semangka 24;9
17/10/24;Semangka 24;17
18/10/24;Semangka 24;13
19/10/24;Semangka 24;4
20/10/24;Semangka 24;14
21/10/24;Semangka 24;13
22/10/24;Semangka 24;9
23/10/24;Semangka 24;15
24/10/24;Semangka 24;17
25/10/24;Semangka 24;9
26/10/24;Semangka 24;10
27/10/24;Semangka 24;15
28/10/24;Semangka 24;4
29/10/24;Semangka 24;11
30/10/24;Semangka 24;16
31/10/24;Semangka 24;17
01/11/24;Semangka 24;8
02/11/24;Semangka 24;10
03/11/24;Semangka 24;9
04/11/24;Semangka 24;9
05/11/24;Semangka 24;12
06/11/24;Semangka 24;13
07/11/24;Semangka 24;8
08/11/24;Semangka 24;13
09/11/24;Semangka 24;5
10/11/24;Semangka 24;14
11/11/24;Semangka 24;7
12/11/24;Semangka 24;14
13/11/24;Semangka 24;15
14/11/24;Semangka 24;10
15/11/24;Semangka 24;7
16/11/24;Semangka 24;10
17/11/24;Semangka 24;8
18/11/24;Semangka 24;4
19/11/24;Semangka 24;15
20/11/24;Semangka 24;13
21/11/24;Semangka 24;6
22/11/24;Semangka 24;14
23/11/24;Semangka 24;17
24/11/24;Semangka 24;12
25/11/24;Semangka 24;9
26/11/24;Semangka 24;10
27/11/24;Semangka 24;18
28/11/24;Semangka 24;17
29/11/24;Semangka 24;8
30/11/24;Semangka 24;14
01/12/24;Semangka 24;4
02/12/24;Semangka 24;14
03/12/24;Semangka 24;4
04/12/24;Semangka 24;9
05/12/24;Semangka 24;7
06/12/24;Semangka 24;16
07/12/24;Semangka 24;8
08/12/24;Semangka 24;8
09/12/24;Semangka 24;4
10/12/24;Semangka 24;16
11/12/24;Semangka 24;4
12/12/24;Semangka 24;6
13/12/24;Semangka 24;8
14/12/24;Semangka 24;7
15/12/24;Semangka 24;14
16/12/24;Semangka 24;14
17/12/24;Semangka 24;4
18/12/24;Semangka 24;9
19/12/24;Semangka 24;13
20/12/24;Semangka 24;4
21/12/24;Semangka 24;15
22/12/24;Semangka 24;6
23/12/24;Semangka 24;16
24/12/24;Semangka 24;10
25/12/24;Semangka 24;15
26/12/24;Semangka 24;12
27/12/24;Semangka 24;14
28/12/24;Semangka 24;4
29/12/24;Semangka 24;13
30/12/24;Semangka 24;12
31/12/24;Semangka 24;7
