date;transaction_id;product_name;quantity;category;;;;;
04/01/24;240104015;Semangka 24;1;Kresek;;;;;
04/01/24;240104016;Nemo 15;1;Kresek;;;;;
04/01/24;240104017;Thinwall 650ml;1;Thinwall;;;;;
04/01/24;240104018;Kilat 15H;2;Kresek;;;;;
04/01/24;240104019;Cup 150ml;1;Cup;;;;;
04/01/24;240104020;Gading 40M;1;Kresek;;;;;
04/01/24;240104021;Thinwall 650ml;2;Thinwall;;;;;
04/01/24;240104022;Kamboja 21;1;Kresek;;;;;
04/01/24;240104023;Dozer 24;1;Kresek;;;;;
04/01/24;240104024;See-u bantal;2;Lain-lain;;;;;
04/01/24;240104025;Kertas beo;1;Lain-lain;;;;;
04/01/24;240104026;Thinwall 650ml;1;Thinwall;;;;;
04/01/24;240104027;Sedotan tongtji;1;Sedotan;;;;;
04/01/24;240104028;Kilat 15H;1;Kresek;;;;;
04/01/24;240104029;Gelas Hok 16oz;1;Gelas;;;;;
04/01/24;240104030;Dos R5;5;Lain-lain;;;;;
04/01/24;240104031;See-u bantal;2;Lain-lain;;;;;
04/01/24;240104032;Raja 24W;1;Kresek;;;;;
04/01/24;240104033;Kijang mas hijau;1;Plastik;;;;;
04/01/24;240104034;Puma 5x15;5;Plastik;;;;;
04/01/24;240104035;Baking powder botol;1;Lain-lain;;;;;
04/01/24;240104036;Gelas Hok 16oz;1;Gelas;;;;;
04/01/24;240104037;Foam bubur;1;Lain-lain;;;;;
05/01/24;240105001;Palapa 40H;1;Kresek;;;;;
05/01/24;240105001;See-u bantal;1;Lain-lain;;;;;
05/01/24;240105002;Semangka 24;1;Kresek;;;;;
05/01/24;240105003;Sedotan hitam tekuk;1;Sedotan;;;;;
05/01/24;240105004;Gading 40H;2;Kresek;;;;;
05/01/24;240105005;Sendok TOP bening;5;Lain-lain;;;;;
05/01/24;240105005;Tutup gelas cembung;1;Gelas;;;;;
05/01/24;240105005;Gelas Hok 22oz;5;Gelas;;;;;
05/01/24;240105006;Kertas merang;1;Lain-lain;;;;;
05/01/24;240105006;Kilat 15H;1;Kresek;;;;;
05/01/24;240105006;Semangka 24;1;Kresek;;;;;
05/01/24;240105006;Thinwall 2000ml;5;Thinwall;;;;;
05/01/24;240105007;Thinwall 1500ml;5;Thinwall;;;;;
05/01/24;240105007;Cup 35ml;1;Cup;;;;;
05/01/24;240105007;Alteco;1;Lain-lain;;;;;
05/01/24;240105008;Palapa 40H;1;Kresek;;;;;
05/01/24;240105009;SP;1;Lain-lain;;;;;
05/01/24;240105010;Kertas roti;2;Lain-lain;;;;;
05/01/24;240105011;Raja 24W;1;Kresek;;;;;
05/01/24;240105012;Gading 28P;1;Kresek;;;;;
05/01/24;240105013;Gading 35P;1;Kresek;;;;;
05/01/24;240105014;Karet bebek;1;Lain-lain;;;;;
05/01/24;240105015;Standing pouch 10x17;2;Lain-lain;;;;;
05/01/24;240105016;Garpu tart;2;Lain-lain;;;;;
05/01/24;240105017;Stick;2;Lain-lain;;;;;
05/01/24;240105018;Gelas Hok 16oz;1;Gelas;;;;;
05/01/24;240105019;Mika 4T;1;Mika;;;;;
05/01/24;240105020;Sendok bebek P;1;Lain-lain;;;;;
05/01/24;240105021;Cuka;1;Lain-lain;;;;;
05/01/24;240105022;Citrun hs ;10;Lain-lain;;;;;
05/01/24;240105023;Citrun jeruk;1;Plastik;;;;;
05/01/24;240105024;Semangka 15;1;Kresek;;;;;
05/01/24;240105025;OPP 14x14;2;OPP;;;;;
05/01/24;240105026;Gelas Hok 12oz;3;Gelas;;;;;
05/01/24;240105027;Tutup gelas;3;Gelas;;;;;
05/01/24;240105028;Rice paper;1;Lain-lain;;;;;
05/01/24;240105029;Gelas Hok 12oz;1;Gelas;;;;;
05/01/24;240105030;Tutup gelas;1;Gelas;;;;;
05/01/24;240105031;Foam polos;2;Lain-lain;;;;;
05/01/24;240105032;Tusuk gigi;1;Lain-lain;;;;;
05/01/24;240105033;Klip 4x6;1;Klip;;;;;
05/01/24;240105034;Klip 8x5;1;Klip;;;;;
05/01/24;240105035;OPP 16x16;1;OPP;;;;;
05/01/24;240105036;OPP 8x15;1;OPP;;;;;
05/01/24;240105037;Jeruk 1kg;1;Plastik;;;;;
05/01/24;240105038;Thinwall 500ml;1;Thinwall;;;;;
05/01/24;240105039;Foam bubur;1;Lain-lain;;;;;
05/01/24;240105040;Kertas beo;2;Lain-lain;;;;;
05/01/24;240105041;Foam polos;1;Lain-lain;;;;;
05/01/24;240105042;Kamboja 21;1;Kresek;;;;;
05/01/24;240105043;Palapa 40H;2;Kresek;;;;;
05/01/24;240105044;Dozer 15;1;Kresek;;;;;
05/01/24;240105045;Santan kara;1;Lain-lain;;;;;
06/01/24;240106001;Klip 4x6;1;Klip;;;;;
06/01/24;240106001;Tusuk pentol;1;Lain-lain;;;;;
06/01/24;240106001;Semangka 24;1;Kresek;;;;;
06/01/24;240106001;Kertas beo;2;Lain-lain;;;;;
06/01/24;240106002;Gading 28P;1;Kresek;;;;;
06/01/24;240106002;Semangka 24;1;Kresek;;;;;
06/01/24;240106002;Nemo 15;1;Kresek;;;;;
06/01/24;240106003;Tomat 1kg;1;Plastik;;;;;
06/01/24;240106004;See-u roll;1;Lain-lain;;;;;
06/01/24;240106005;Tictas 1/2kg;1;Plastik;;;;;
06/01/24;240106005;Semangka 24;1;Kresek;;;;;
06/01/24;240106005;Kertas beo;3;Lain-lain;;;;;
06/01/24;240106005;Mika segitiga;1;Mika;;;;;
06/01/24;240106006;Mika 5T;1;Mika;;;;;
06/01/24;240106007;Sedotan putih tekuk;1;Sedotan;;;;;
06/01/24;240106008;Thinwall 750ml;1;Thinwall;;;;;
06/01/24;240106008;Cup 100ml;1;Cup;;;;;
06/01/24;240106008;Nemo 24;1;Kresek;;;;;
06/01/24;240106009;Milenium 50;1;Kresek;;;;;
06/01/24;240106009;Tissue nice;1;Lain-lain;;;;;
06/01/24;240106010;Tissue nice;1;Lain-lain;;;;;
06/01/24;240106010;Gelas Hok 16oz;1;Gelas;;;;;
06/01/24;240106011;Dozer 24;1;Kresek;;;;;
06/01/24;240106011;Klip 8x5;4;Klip;;;;;
06/01/24;240106012;Palapa 40H;1;Kresek;;;;;
06/01/24;240106013;Milenium 55;1;Kresek;;;;;
06/01/24;240106014;Gading 40H;1;Kresek;;;;;
06/01/24;240106014;Polybag 80x100;1;Lain-lain;;;;;
06/01/24;240106014;Dozer 15;1;Kresek;;;;;
06/01/24;240106015;Tomat 2kg;1;Plastik;;;;;
06/01/24;240106015;Dozer 28;1;Kresek;;;;;
06/01/24;240106015;HD los 28H;1;Lain-lain;;;;;
06/01/24;240106015;Dozer 15;1;Kresek;;;;;
06/01/24;240106016;Dozer 15;1;Kresek;;;;;
06/01/24;240106017;Garpu makan;1;Lain-lain;;;;;
06/01/24;240106017;Garpu tart;2;Lain-lain;;;;;
06/01/24;240106017;"Isolasi 1""";1;Lain-lain;;;;;
06/01/24;240106018;Sedotan tongtji;1;Sedotan;;;;;
06/01/24;240106018;Klip 6x10;1;Klip;;;;;
06/01/24;240106018;Dozer 15;1;Kresek;;;;;
06/01/24;240106019;Sedotan tongtji;1;Sedotan;;;;;
06/01/24;240106020;Raja 24W;1;Kresek;;;;;
06/01/24;240106021;Cup sealer polos;1;Cup;;;;;
06/01/24;240106022;Milenium 55;1;Kresek;;;;;
06/01/24;240106023;Sedotan garis;1;Sedotan;;;;;
06/01/24;240106024;Tissue dapur;2;Lain-lain;;;;;
06/01/24;240106024;Tusuk sate;1;Lain-lain;;;;;
06/01/24;240106024;Tissue classic;2;Lain-lain;;;;;
06/01/24;240106025;Botol 350ml;1;Lain-lain;;;;;
06/01/24;240106026;Cup sealer polos;1;Cup;;;;;
06/01/24;240106027;Dozer 15;1;Kresek;;;;;
06/01/24;240106028;Foam bubur;1;Lain-lain;;;;;
06/01/24;240106029;Sambal;2;Lain-lain;;;;;
06/01/24;240106030;Tepung panir;1;Lain-lain;;;;;
06/01/24;240106031;Citrun hs ;10;Lain-lain;;;;;
07/01/24;240107001;Gelas Top 16oz;1;Gelas;;;;;
07/01/24;240107002;Puma 4x15;1;Plastik;;;;;
07/01/24;240107002;Dos NX;1;Lain-lain;;;;;
07/01/24;240107002;Dos R3A;4;Lain-lain;;;;;
07/01/24;240107003;Tepung panir;1;Lain-lain;;;;;
07/01/24;240107004;Citrun hs ;1;Lain-lain;;;;;
07/01/24;240107005;Nemo 15;1;Kresek;;;;;
07/01/24;240107006;Kancil 1/4kg;1;Plastik;;;;;
07/01/24;240107007;Dozer 24;1;Kresek;;;;;
07/01/24;240107007;Kresek 1 gelas;1;Gelas;;;;;
07/01/24;240107008;Gading 40H;1;Kresek;;;;;
07/01/24;240107008;Tissue nice;3;Lain-lain;;;;;
07/01/24;240107009;OPP 12x12;1;OPP;;;;;
07/01/24;240107010;Mika 18;1;Mika;;;;;
07/01/24;240107011;Sendok bebek P;1;Lain-lain;;;;;
07/01/24;240107012;Lilin angka;1;Lain-lain;;;;;
07/01/24;240107013;Tusuk pentol;1;Lain-lain;;;;;
07/01/24;240107014;Gelas Hok 10oz;1;Gelas;;;;;
07/01/24;240107015;Sendok TOP bening;1;Lain-lain;;;;;
07/01/24;240107016;Sendok TOP bening;1;Lain-lain;;;;;
07/01/24;240107016;Gading 40H;1;Kresek;;;;;
07/01/24;240107016;Gading 35H;1;Kresek;;;;;
07/01/24;240107016;Gading 28H;1;Kresek;;;;;
07/01/24;240107016;Gelas kopi gambar;1;Gelas;;;;;
07/01/24;240107016;Kilat 21H;2;Kresek;;;;;
07/01/24;240107017;Tusuk sate;1;Lain-lain;;;;;
07/01/24;240107018;Foam bubur;2;Lain-lain;;;;;
07/01/24;240107019;Fiber;1;Lain-lain;;;;;
07/01/24;240107020;Gelas bola;1;Gelas;;;;;
07/01/24;240107021;Gading 40P;1;Kresek;;;;;
07/01/24;240107022;HD los 28H;1;Lain-lain;;;;;
07/01/24;240107023;Gading 28H;1;Kresek;;;;;
07/01/24;240107024;Puma 1/4kg;1;Plastik;;;;;
07/01/24;240107025;Citrun hs ;6;Lain-lain;;;;;
07/01/24;240107026;Kertas beo;2;Lain-lain;;;;;
07/01/24;240107027;Fiber;1;Lain-lain;;;;;
07/01/24;240107028;Dozer 24;3;Kresek;;;;;
07/01/24;240107029;OPP 14x14;1;OPP;;;;;
07/01/24;240107030;Gelas Olala 12oz;1;Gelas;;;;;
07/01/24;240107031;Kertas beo;2;Lain-lain;;;;;
07/01/24;240107032;Dozer 15;1;Kresek;;;;;
07/01/24;240107033;Cup 50ml;3;Cup;;;;;
07/01/24;240107034;Sendok jelly;1;Lain-lain;;;;;
07/01/24;240107035;Puma 1/2kg;5;Plastik;;;;;
07/01/24;240107036;Sedotan garis;1;Sedotan;;;;;
07/01/24;240107037;Foam bubur;1;Lain-lain;;;;;
07/01/24;240107038;Liberty 15;1;Kresek;;;;;
07/01/24;240107039;Lilin besar;1;Lain-lain;;;;;
07/01/24;240107040;Cup 25ml;1;Cup;;;;;
07/01/24;240107041;Palapa 40H;1;Kresek;;;;;
07/01/24;240107042;Kancil 1/4kg;1;Plastik;;;;;
07/01/24;240107043;See-u bantal;1;Lain-lain;;;;;
07/01/24;240107044;Gelas Hok 16oz;1;Gelas;;;;;
07/01/24;240107045;Tusuk sate;2;Lain-lain;;;;;
07/01/24;240107046;Gelas Hok 12oz;2;Gelas;;;;;
07/01/24;240107047;Tutup gelas;1;Gelas;;;;;
07/01/24;240107048;Kamboja 21;1;Kresek;;;;;
07/01/24;240107049;Dozer 15;1;Kresek;;;;;
07/01/24;240107050;Kilat 15H;1;Kresek;;;;;
07/01/24;240107051;Puma 8x35;12;Plastik;;;;;
08/01/24;240108001;OPP 14x14;1;OPP;;;;;
08/01/24;240108002;Milenium 50;1;Kresek;;;;;
08/01/24;240108002;Polybag 60x100;1;Lain-lain;;;;;
08/01/24;240108003;Gading 35H;2;Kresek;;;;;
08/01/24;240108003;Lakban bening;1;Lain-lain;;;;;
08/01/24;240108004;Raja 24W;1;Kresek;;;;;
08/01/24;240108005;HD los 28H;1;Lain-lain;;;;;
08/01/24;240108005;Tomat 1/2kg;1;Plastik;;;;;
08/01/24;240108006;Gelas Hok 10oz;1;Gelas;;;;;
08/01/24;240108007;Klip 8x5;2;Klip;;;;;
08/01/24;240108007;Klip 6x10;2;Klip;;;;;
08/01/24;240108007;Klip 12x8;2;Klip;;;;;
08/01/24;240108007;Klip 13x10;1;Klip;;;;;
08/01/24;240108008;Thinwall 1000ml R;1;Thinwall;;;;;
08/01/24;240108008;Jeruk 1/2kg;1;Plastik;;;;;
08/01/24;240108009;Gelas Hok 16oz;1;Gelas;;;;;
08/01/24;240108010;Mangkok DM 300ml;1;Thinwall;;;;;
08/01/24;240108011;Thinwall 750ml;1;Thinwall;;;;;
08/01/24;240108012;Tusuk gigi;1;Lain-lain;;;;;
08/01/24;240108013;Tissue pascoy;1;Lain-lain;;;;;
08/01/24;240108014;"Isolasi 2""";1;Lain-lain;;;;;
08/01/24;240108015;Cup sealer polos;1;Cup;;;;;
08/01/24;240108016;OPP 14x14;2;OPP;;;;;
08/01/24;240108017;Gelas Hok 16oz;1;Gelas;;;;;
08/01/24;240108018;Gelas Hok 12oz;2;Gelas;;;;;
08/01/24;240108019;Tutup gelas;2;Gelas;;;;;
08/01/24;240108020;Sedotan hitam;1;Sedotan;;;;;
08/01/24;240108021;Foam sekat;2;Lain-lain;;;;;
08/01/24;240108022;Sendok TOP bening;1;Lain-lain;;;;;
08/01/24;240108023;Nemo 15;1;Kresek;;;;;
08/01/24;240108024;Kertas beo;1;Lain-lain;;;;;
08/01/24;240108025;Sendok jelly;1;Lain-lain;;;;;
08/01/24;240108026;Puma 5x15;1;Plastik;;;;;
08/01/24;240108027;Mika 4T;1;Mika;;;;;
08/01/24;240108028;Kancil 1/4kg;1;Plastik;;;;;
08/01/24;240108029;Tusuk tart;1;Lain-lain;;;;;
08/01/24;240108030;Klip 8x5;1;Klip;;;;;
08/01/24;240108031;Kancil 1/4kg;1;Plastik;;;;;
08/01/24;240108032;Palapa 40H;1;Kresek;;;;;
08/01/24;240108033;Dos R5 ;2;Lain-lain;;;;;
08/01/24;240108034;Puma 8x35;4;Plastik;;;;;
08/01/24;240108035;Tomat 1/2kg;1;Plastik;;;;;
08/01/24;240108036;Tomat 1kg;1;Plastik;;;;;
08/01/24;240108037;Cling wrap;1;Lain-lain;;;;;
08/01/24;240108038;Dozer 15;1;Kresek;;;;;
08/01/24;240108039;Tikus 1/4kg;1;Plastik;;;;;
08/01/24;240108040;Tikus 1/2kg;1;Plastik;;;;;
08/01/24;240108041;Tikus 1kg;1;Plastik;;;;;
08/01/24;240108042;Dozer 24;1;Kresek;;;;;
08/01/24;240108043;Kamboja 21;1;Kresek;;;;;
08/01/24;240108044;Tomat 1kg;1;Plastik;;;;;
09/01/24;240109001;Semangka 24;2;Kresek;;;;;
09/01/24;240109002;"Isolasi 1""";1;Lain-lain;;;;;
09/01/24;240109003;Sendok smart;1;Lain-lain;;;;;
09/01/24;240109004;HD los 15H;2;Lain-lain;;;;;
09/01/24;240109005;HD los 24H;3;Lain-lain;;;;;
09/01/24;240109006;Kresek 1 gelas;2;Gelas;;;;;
09/01/24;240109007;Jeruk 1/2kg;3;Plastik;;;;;
09/01/24;240109008;Tomat 1/2kg;1;Plastik;;;;;
09/01/24;240109009;HD los 28H;1;Lain-lain;;;;;
09/01/24;240109010;Raja 24W;1;Kresek;;;;;
09/01/24;240109011;HD los 28H;1;Lain-lain;;;;;
09/01/24;240109012;Kertas elang;1;Lain-lain;;;;;
09/01/24;240109013;Foam bubur;1;Lain-lain;;;;;
09/01/24;240109014;Raja 24W;1;Kresek;;;;;
09/01/24;240109015;Dozer 15;1;Kresek;;;;;
09/01/24;240109016;Dozer 15;1;Kresek;;;;;
09/01/24;240109017;Gelas Hok 16oz;1;Gelas;;;;;
09/01/24;240109018;Kamboja 21;1;Kresek;;;;;
09/01/24;240109019;Gading 40P;2;Kresek;;;;;
09/01/24;240109020;Gading 35P;2;Kresek;;;;;
09/01/24;240109021;Semangka 24;1;Kresek;;;;;
09/01/24;240109022;Tissue dapur;1;Lain-lain;;;;;
09/01/24;240109023;Gading 35P;1;Kresek;;;;;
09/01/24;240109024;Foam bubur;1;Lain-lain;;;;;
09/01/24;240109025;Polybag 80x100;1;Lain-lain;;;;;
09/01/24;240109026;Lunch Box L;2;Lain-lain;;;;;
09/01/24;240109027;Cup pudding 120ml;1;Cup;;;;;
09/01/24;240109028;Gelas Hok 12oz;3;Gelas;;;;;
09/01/24;240109029;Puma 1/2kg;1;Plastik;;;;;
09/01/24;240109030;Dos R5;3;Lain-lain;;;;;
09/01/24;240109031;Sedotan putih tekuk;2;Sedotan;;;;;
09/01/24;240109032;Kertas coklat bulat;1;Lain-lain;;;;;
09/01/24;240109033;Jeruk 1/2kg;1;Plastik;;;;;
09/01/24;240109034;Thinwall 2000ml;5;Thinwall;;;;;
10/01/24;240110001;Tikus 1/4kg;2;Plastik;;;;;
10/01/24;240110002;Tikus 1/2kg;2;Plastik;;;;;
10/01/24;240110003;Tissue classic;1;Lain-lain;;;;;
10/01/24;240110004;Semangka 24;1;Kresek;;;;;
10/01/24;240110005;Nemo 24;1;Kresek;;;;;
10/01/24;240110006;Kertas beo;1;Lain-lain;;;;;
10/01/24;240110007;Gading 40H;1;Kresek;;;;;
10/01/24;240110008;Nemo 15;1;Kresek;;;;;
10/01/24;240110009;See-u bantal;1;Lain-lain;;;;;
10/01/24;240110010;Piring tart;4;Lain-lain;;;;;
10/01/24;240110011;Cup cake 7.5;3;Cup;;;;;
10/01/24;240110012;Gelas bola;1;Gelas;;;;;
10/01/24;240110013;Kancil 1/2kg;1;Plastik;;;;;
10/01/24;240110014;Dozer 15;1;Kresek;;;;;
10/01/24;240110015;Gelas Hok 16oz;1;Gelas;;;;;
10/01/24;240110016;Dozer 24;1;Kresek;;;;;
10/01/24;240110017;Mawar 28;4;Lain-lain;;;;;
10/01/24;240110018;Piring tart;2;Lain-lain;;;;;
10/01/24;240110019;Kamboja 15;3;Kresek;;;;;
10/01/24;240110020;Gading 28P;2;Kresek;;;;;
10/01/24;240110021;Dos R18;5;Lain-lain;;;;;
10/01/24;240110022;Polybag 60x100;2;Lain-lain;;;;;
10/01/24;240110023;Milenium 55;1;Kresek;;;;;
10/01/24;240110024;Mika 3T;1;Mika;;;;;
10/01/24;240110024;Semangka 24;1;Kresek;;;;;
10/01/24;240110024;Semangka 15;1;Kresek;;;;;
10/01/24;240110025;Semangka 15;1;Kresek;;;;;
10/01/24;240110026;Tikus 1/2kg;2;Plastik;;;;;
10/01/24;240110027;Tikus 1/4kg;2;Plastik;;;;;
10/01/24;240110028;Gelas Hok 10oz;2;Gelas;;;;;
10/01/24;240110029;Tutup gelas;2;Gelas;;;;;
10/01/24;240110030;Semangka 15;2;Kresek;;;;;
10/01/24;240110031;Sedotan tongtji;1;Sedotan;;;;;
10/01/24;240110032;Tissue pascoy;1;Lain-lain;;;;;
10/01/24;240110033;Kilat 15H;1;Kresek;;;;;
10/01/24;240110034;Kilat 15P;1;Kresek;;;;;
10/01/24;240110035;Tusuk gigi;1;Lain-lain;;;;;
10/01/24;240110036;Semangka 24;1;Kresek;;;;;
10/01/24;240110037;Rice paper;1;Lain-lain;;;;;
10/01/24;240110038;Tikus 1/4kg;1;Plastik;;;;;
10/01/24;240110039;Kertas beo;5;Lain-lain;;;;;
10/01/24;240110040;Dozer 15;1;Kresek;;;;;
10/01/24;240110041;Gelas Hok 14oz;1;Gelas;;;;;
10/01/24;240110042;Sedotan steril;1;Sedotan;;;;;
10/01/24;240110043;Kertas beo;1;Lain-lain;;;;;
10/01/24;240110044;Semangka 15;1;Kresek;;;;;
10/01/24;240110045;Tusuk pentol;1;Lain-lain;;;;;
10/01/24;240110046;Liberty 15;1;Kresek;;;;;
10/01/24;240110047;Tomat 1/2kg;1;Plastik;;;;;
11/01/24;240111001;OPP 11x11;1;OPP;;;;;
11/01/24;240111002;Gelas Hok 16oz;1;Gelas;;;;;
11/01/24;240111003;Tutup gelas;2;Gelas;;;;;
11/01/24;240111004;Klip 7x10;1;Klip;;;;;
11/01/24;240111005;Tusuk gigi;1;Lain-lain;;;;;
11/01/24;240111006;See-u roll;1;Lain-lain;;;;;
11/01/24;240111007;Puma 1/2kg;1;Plastik;;;;;
11/01/24;240111008;HD los 28H;1;Lain-lain;;;;;
11/01/24;240111009;Kancil 1/2kg;5;Plastik;;;;;
11/01/24;240111010;Cup cake 6.5;5;Cup;;;;;
11/01/24;240111011;Standing pouch 10x17;1;Lain-lain;;;;;
11/01/24;240111012;Puma 7x15;1;Plastik;;;;;
11/01/24;240111013;Thinwall 750ml;1;Thinwall;;;;;
11/01/24;240111014;Puma 1/2kg;4;Plastik;;;;;
11/01/24;240111015;Dos R22;5;Lain-lain;;;;;
11/01/24;240111016;Alumunium 6x11;5;Lain-lain;;;;;
11/01/24;240111017;Sendok jelly;1;Lain-lain;;;;;
11/01/24;240111018;OPP 13x13;3;OPP;;;;;
11/01/24;240111019;OPP 10x10;1;OPP;;;;;
11/01/24;240111020;Cup jumbo;2;Cup;;;;;
11/01/24;240111021;Tissue classic;1;Lain-lain;;;;;
11/01/24;240111022;Mika 3T;1;Mika;;;;;
11/01/24;240111023;Foam bubur;5;Lain-lain;;;;;
11/01/24;240111024;OPP 14x14;1;OPP;;;;;
11/01/24;240111025;Thinwall 1000ml R;1;Thinwall;;;;;
11/01/24;240111026;Mika 3L;5;Mika;;;;;
11/01/24;240111027;Kertas beo;1;Lain-lain;;;;;
11/01/24;240111028;Sendok TOP bening;1;Lain-lain;;;;;
11/01/24;240111029;Piring;1;Lain-lain;;;;;
11/01/24;240111030;Tomat 1kg;1;Plastik;;;;;
11/01/24;240111031;Dozer 24;1;Kresek;;;;;
11/01/24;240111032;Kresek 1 gelas;2;Gelas;;;;;
11/01/24;240111033;Raja 24W;1;Kresek;;;;;
11/01/24;240111034;Thinwall 1500ml;5;Thinwall;;;;;
11/01/24;240111035;Gelas Hok 12oz;2;Gelas;;;;;
11/01/24;240111035;Tutup gelas;2;Gelas;;;;;
11/01/24;240111035;Semangka 15;2;Kresek;;;;;
11/01/24;240111036;Tutup gelas;2;Gelas;;;;;
11/01/24;240111037;Kancil 1/4kg;2;Plastik;;;;;
11/01/24;240111038;Tissue jolly;2;Lain-lain;;;;;
11/01/24;240111039;Gading 40H;2;Kresek;;;;;
11/01/24;240111039;HD los 28H;1;Lain-lain;;;;;
11/01/24;240111039;Tictas 1kg;1;Plastik;;;;;
11/01/24;240111040;Gading 40H;1;Kresek;;;;;
11/01/24;240111041;Gading 40P;1;Kresek;;;;;
11/01/24;240111042;Jeruk 1/2kg;1;Plastik;;;;;
11/01/24;240111043;Sedotan tongtji;1;Sedotan;;;;;
11/01/24;240111044;Jeruk 1kg;1;Plastik;;;;;
11/01/24;240111045;Sendok bebek;1;Lain-lain;;;;;
11/01/24;240111046;Milenium 50;2;Kresek;;;;;
11/01/24;240111047;Kertas beo;1;Lain-lain;;;;;
12/01/24;240112001;HD los 28W;3;Lain-lain;;;;;
12/01/24;240112001;HD los 24W;2;Lain-lain;;;;;
12/01/24;240112001;Raja 24W;1;Kresek;;;;;
12/01/24;240112001;Raja 15W;1;Kresek;;;;;
12/01/24;240112001;Gading 35P;3;Kresek;;;;;
12/01/24;240112002;Thinwall 750ml;2;Thinwall;;;;;
12/01/24;240112002;Foam bubur;1;Lain-lain;;;;;
12/01/24;240112003;Tomat 1kg;2;Plastik;;;;;
12/01/24;240112003;Polybag 60x100;1;Lain-lain;;;;;
12/01/24;240112003;Dos R5;6;Lain-lain;;;;;
12/01/24;240112004;Cup cake 7.5;3;Cup;;;;;
12/01/24;240112004;Kertas merang;3;Lain-lain;;;;;
12/01/24;240112004;Piring tart;1;Lain-lain;;;;;
12/01/24;240112005;Cup cake 7.5;3;Cup;;;;;
12/01/24;240112006;Palapa 40H;2;Kresek;;;;;
12/01/24;240112007;Semangka 24;2;Kresek;;;;;
12/01/24;240112008;Palapa 40M;1;Kresek;;;;;
12/01/24;240112009;Isolasi kecil;1;Lain-lain;;;;;
12/01/24;240112010;Jet 9x03x100;1;Plastik;;;;;
12/01/24;240112011;Gading 35H;1;Kresek;;;;;
