date;product_name;sum_sales
19/04/24;Kresek 2 gelas;0
20/04/24;Kresek 2 gelas;0
21/04/24;Kresek 2 gelas;0
22/04/24;Kresek 2 gelas;0
23/04/24;Kresek 2 gelas;0
24/04/24;Kresek 2 gelas;0
25/04/24;Kresek 2 gelas;0
26/04/24;Kresek 2 gelas;0
27/04/24;Kresek 2 gelas;0
28/04/24;Kresek 2 gelas;0
29/04/24;Kresek 2 gelas;0
30/04/24;Kresek 2 gelas;0
01/05/24;Kresek 2 gelas;0
02/05/24;Kresek 2 gelas;0
03/05/24;Kresek 2 gelas;0
04/05/24;Kresek 2 gelas;0
05/05/24;Kresek 2 gelas;0
06/05/24;Kresek 2 gelas;0
07/05/24;Kresek 2 gelas;0
08/05/24;Kresek 2 gelas;0
09/05/24;Kresek 2 gelas;0
10/05/24;Kresek 2 gelas;0
11/05/24;Kresek 2 gelas;0
12/05/24;Kresek 2 gelas;0
13/05/24;Kresek 2 gelas;0
14/05/24;Kresek 2 gelas;0
15/05/24;Kresek 2 gelas;0
16/05/24;Kresek 2 gelas;0
17/05/24;Kresek 2 gelas;0
18/05/24;Kresek 2 gelas;0
19/05/24;Kresek 2 gelas;0
20/05/24;Kresek 2 gelas;0
21/05/24;Kresek 2 gelas;0
22/05/24;Kresek 2 gelas;0
23/05/24;Kresek 2 gelas;0
24/05/24;Kresek 2 gelas;0
25/05/24;Kresek 2 gelas;0
26/05/24;Kresek 2 gelas;0
27/05/24;Kresek 2 gelas;0
28/05/24;Kresek 2 gelas;0
29/05/24;Kresek 2 gelas;0
30/05/24;Kresek 2 gelas;0
31/05/24;Kresek 2 gelas;0
01/06/24;Kresek 2 gelas;0
02/06/24;Kresek 2 gelas;0
03/06/24;Kresek 2 gelas;0
04/06/24;Kresek 2 gelas;0
05/06/24;Kresek 2 gelas;0
06/06/24;Kresek 2 gelas;0
07/06/24;Kresek 2 gelas;0
08/06/24;Kresek 2 gelas;0
09/06/24;Kresek 2 gelas;0
10/06/24;Kresek 2 gelas;0
11/06/24;Kresek 2 gelas;0
12/06/24;Kresek 2 gelas;0
13/06/24;Kresek 2 gelas;0
14/06/24;Kresek 2 gelas;0
15/06/24;Kresek 2 gelas;0
16/06/24;Kresek 2 gelas;0
17/06/24;Kresek 2 gelas;0
18/06/24;Kresek 2 gelas;0
19/06/24;Kresek 2 gelas;0
20/06/24;Kresek 2 gelas;0
21/06/24;Kresek 2 gelas;0
22/06/24;Kresek 2 gelas;0
23/06/24;Kresek 2 gelas;0
24/06/24;Kresek 2 gelas;0
25/06/24;Kresek 2 gelas;0
26/06/24;Kresek 2 gelas;0
27/06/24;Kresek 2 gelas;0
28/06/24;Kresek 2 gelas;0
29/06/24;Kresek 2 gelas;0
30/06/24;Kresek 2 gelas;0
01/07/24;Kresek 2 gelas;0
02/07/24;Kresek 2 gelas;0
03/07/24;Kresek 2 gelas;0
04/07/24;Kresek 2 gelas;0
05/07/24;Kresek 2 gelas;0
06/07/24;Kresek 2 gelas;0
07/07/24;Kresek 2 gelas;0
08/07/24;Kresek 2 gelas;0
09/07/24;Kresek 2 gelas;0
10/07/24;Kresek 2 gelas;0
11/07/24;Kresek 2 gelas;0
12/07/24;Kresek 2 gelas;0
13/07/24;Kresek 2 gelas;0
14/07/24;Kresek 2 gelas;0
15/07/24;Kresek 2 gelas;0
16/07/24;Kresek 2 gelas;0
17/07/24;Kresek 2 gelas;0
18/07/24;Kresek 2 gelas;0
19/07/24;Kresek 2 gelas;0
20/07/24;Kresek 2 gelas;0
21/07/24;Kresek 2 gelas;0
22/07/24;Kresek 2 gelas;0
23/07/24;Kresek 2 gelas;0
24/07/24;Kresek 2 gelas;0
25/07/24;Kresek 2 gelas;0
26/07/24;Kresek 2 gelas;0
27/07/24;Kresek 2 gelas;1
28/07/24;Kresek 2 gelas;0
29/07/24;Kresek 2 gelas;0
30/07/24;Kresek 2 gelas;0
31/07/24;Kresek 2 gelas;0
01/08/24;Kresek 2 gelas;0
02/08/24;Kresek 2 gelas;0
03/08/24;Kresek 2 gelas;0
04/08/24;Kresek 2 gelas;0
05/08/24;Kresek 2 gelas;0
06/08/24;Kresek 2 gelas;0
07/08/24;Kresek 2 gelas;0
08/08/24;Kresek 2 gelas;0
09/08/24;Kresek 2 gelas;0
10/08/24;Kresek 2 gelas;0
11/08/24;Kresek 2 gelas;0
12/08/24;Kresek 2 gelas;0
13/08/24;Kresek 2 gelas;0
14/08/24;Kresek 2 gelas;0
15/08/24;Kresek 2 gelas;0
16/08/24;Kresek 2 gelas;0
17/08/24;Kresek 2 gelas;0
18/08/24;Kresek 2 gelas;0
19/08/24;Kresek 2 gelas;0
20/08/24;Kresek 2 gelas;0
21/08/24;Kresek 2 gelas;0
22/08/24;Kresek 2 gelas;0
23/08/24;Kresek 2 gelas;0
24/08/24;Kresek 2 gelas;0
25/08/24;Kresek 2 gelas;0
26/08/24;Kresek 2 gelas;0
27/08/24;Kresek 2 gelas;0
28/08/24;Kresek 2 gelas;0
29/08/24;Kresek 2 gelas;0
30/08/24;Kresek 2 gelas;0
31/08/24;Kresek 2 gelas;0
01/09/24;Kresek 2 gelas;0
02/09/24;Kresek 2 gelas;0
03/09/24;Kresek 2 gelas;0
04/09/24;Kresek 2 gelas;0
05/09/24;Kresek 2 gelas;0
06/09/24;Kresek 2 gelas;0
07/09/24;Kresek 2 gelas;0
08/09/24;Kresek 2 gelas;0
09/09/24;Kresek 2 gelas;0
10/09/24;Kresek 2 gelas;0
11/09/24;Kresek 2 gelas;0
12/09/24;Kresek 2 gelas;0
13/09/24;Kresek 2 gelas;0
14/09/24;Kresek 2 gelas;0
15/09/24;Kresek 2 gelas;0
16/09/24;Kresek 2 gelas;0
17/09/24;Kresek 2 gelas;0
18/09/24;Kresek 2 gelas;0
19/09/24;Kresek 2 gelas;0
20/09/24;Kresek 2 gelas;0
21/09/24;Kresek 2 gelas;0
22/09/24;Kresek 2 gelas;0
23/09/24;Kresek 2 gelas;0
24/09/24;Kresek 2 gelas;0
25/09/24;Kresek 2 gelas;0
26/09/24;Kresek 2 gelas;0
27/09/24;Kresek 2 gelas;0
28/09/24;Kresek 2 gelas;0
29/09/24;Kresek 2 gelas;0
30/09/24;Kresek 2 gelas;0
01/10/24;Kresek 2 gelas;0
02/10/24;Kresek 2 gelas;0
03/10/24;Kresek 2 gelas;0
04/10/24;Kresek 2 gelas;0
05/10/24;Kresek 2 gelas;0
06/10/24;Kresek 2 gelas;0
07/10/24;Kresek 2 gelas;0
08/10/24;Kresek 2 gelas;0
09/10/24;Kresek 2 gelas;0
10/10/24;Kresek 2 gelas;0
11/10/24;Kresek 2 gelas;0
12/10/24;Kresek 2 gelas;0
13/10/24;Kresek 2 gelas;0
14/10/24;Kresek 2 gelas;0
15/10/24;Kresek 2 gelas;0
16/10/24;Kresek 2 gelas;0
17/10/24;Kresek 2 gelas;0
18/10/24;Kresek 2 gelas;0
19/10/24;Kresek 2 gelas;0
20/10/24;Kresek 2 gelas;0
21/10/24;Kresek 2 gelas;0
22/10/24;Kresek 2 gelas;3
23/10/24;Kresek 2 gelas;0
24/10/24;Kresek 2 gelas;0
25/10/24;Kresek 2 gelas;0
26/10/24;Kresek 2 gelas;0
27/10/24;Kresek 2 gelas;0
28/10/24;Kresek 2 gelas;4
29/10/24;Kresek 2 gelas;1
30/10/24;Kresek 2 gelas;0
31/10/24;Kresek 2 gelas;0
01/11/24;Kresek 2 gelas;0
02/11/24;Kresek 2 gelas;0
03/11/24;Kresek 2 gelas;0
04/11/24;Kresek 2 gelas;0
05/11/24;Kresek 2 gelas;0
06/11/24;Kresek 2 gelas;0
07/11/24;Kresek 2 gelas;0
08/11/24;Kresek 2 gelas;0
09/11/24;Kresek 2 gelas;0
10/11/24;Kresek 2 gelas;0
11/11/24;Kresek 2 gelas;0
12/11/24;Kresek 2 gelas;0
13/11/24;Kresek 2 gelas;0
14/11/24;Kresek 2 gelas;0
15/11/24;Kresek 2 gelas;0
16/11/24;Kresek 2 gelas;0
17/11/24;Kresek 2 gelas;0
18/11/24;Kresek 2 gelas;0
19/11/24;Kresek 2 gelas;0
20/11/24;Kresek 2 gelas;0
21/11/24;Kresek 2 gelas;2
22/11/24;Kresek 2 gelas;0
23/11/24;Kresek 2 gelas;0
24/11/24;Kresek 2 gelas;0
25/11/24;Kresek 2 gelas;0
26/11/24;Kresek 2 gelas;0
27/11/24;Kresek 2 gelas;3
28/11/24;Kresek 2 gelas;0
29/11/24;Kresek 2 gelas;0
30/11/24;Kresek 2 gelas;0
01/12/24;Kresek 2 gelas;0
02/12/24;Kresek 2 gelas;0
03/12/24;Kresek 2 gelas;0
04/12/24;Kresek 2 gelas;0
05/12/24;Kresek 2 gelas;0
06/12/24;Kresek 2 gelas;0
07/12/24;Kresek 2 gelas;5
08/12/24;Kresek 2 gelas;0
09/12/24;Kresek 2 gelas;0
10/12/24;Kresek 2 gelas;0
11/12/24;Kresek 2 gelas;0
12/12/24;Kresek 2 gelas;0
13/12/24;Kresek 2 gelas;0
14/12/24;Kresek 2 gelas;0
15/12/24;Kresek 2 gelas;0
16/12/24;Kresek 2 gelas;0
17/12/24;Kresek 2 gelas;0
18/12/24;Kresek 2 gelas;0
19/12/24;Kresek 2 gelas;0
20/12/24;Kresek 2 gelas;0
21/12/24;Kresek 2 gelas;0
22/12/24;Kresek 2 gelas;0
23/12/24;Kresek 2 gelas;0
24/12/24;Kresek 2 gelas;0
25/12/24;Kresek 2 gelas;0
26/12/24;Kresek 2 gelas;0
27/12/24;Kresek 2 gelas;0
28/12/24;Kresek 2 gelas;0
29/12/24;Kresek 2 gelas;0
30/12/24;Kresek 2 gelas;0
31/12/24;Kresek 2 gelas;0
;;
;;
;;
