date;product_name;sum_sales
01/05/24;Semangka 24;0
02/05/24;Semangka 24;3
03/05/24;Semangka 24;1
04/05/24;Semangka 24;2
05/05/24;Semangka 24;3
06/05/24;Semangka 24;3
07/05/24;Semangka 24;0
08/05/24;Semangka 24;0
09/05/24;Semangka 24;2
10/05/24;Semangka 24;4
11/05/24;Semangka 24;3
12/05/24;Semangka 24;0
13/05/24;Semangka 24;2
14/05/24;Semangka 24;0
15/05/24;Semangka 24;0
16/05/24;Semangka 24;2
17/05/24;Semangka 24;0
18/05/24;Semangka 24;0
19/05/24;Semangka 24;2
20/05/24;Semangka 24;3
21/05/24;Semangka 24;1
22/05/24;Semangka 24;2
23/05/24;Semangka 24;2
24/05/24;Semangka 24;0
25/05/24;Semangka 24;3
26/05/24;Semangka 24;0
27/05/24;Semangka 24;0
28/05/24;Semangka 24;0
29/05/24;Semangka 24;0
30/05/24;Semangka 24;0
31/05/24;Semangka 24;2
01/06/24;Semangka 24;2
02/06/24;Semangka 24;0
03/06/24;Semangka 24;1
04/06/24;Semangka 24;0
05/06/24;Semangka 24;4
06/06/24;Semangka 24;0
07/06/24;Semangka 24;1
08/06/24;Semangka 24;10
09/06/24;Semangka 24;0
10/06/24;Semangka 24;1
11/06/24;Semangka 24;0
12/06/24;Semangka 24;1
13/06/24;Semangka 24;2
14/06/24;Semangka 24;0
15/06/24;Semangka 24;2
16/06/24;Semangka 24;1
17/06/24;Semangka 24;0
18/06/24;Semangka 24;0
19/06/24;Semangka 24;2
20/06/24;Semangka 24;2
21/06/24;Semangka 24;1
22/06/24;Semangka 24;3
23/06/24;Semangka 24;2
24/06/24;Semangka 24;0
25/06/24;Semangka 24;0
26/06/24;Semangka 24;0
27/06/24;Semangka 24;2
28/06/24;Semangka 24;6
29/06/24;Semangka 24;4
30/06/24;Semangka 24;0
01/07/24;Semangka 24;2
02/07/24;Semangka 24;0
03/07/24;Semangka 24;3
04/07/24;Semangka 24;2
05/07/24;Semangka 24;1
06/07/24;Semangka 24;0
07/07/24;Semangka 24;1
08/07/24;Semangka 24;5
09/07/24;Semangka 24;0
10/07/24;Semangka 24;3
11/07/24;Semangka 24;2
12/07/24;Semangka 24;0
13/07/24;Semangka 24;4
14/07/24;Semangka 24;0
15/07/24;Semangka 24;1
16/07/24;Semangka 24;12
17/07/24;Semangka 24;0
18/07/24;Semangka 24;1
19/07/24;Semangka 24;1
20/07/24;Semangka 24;5
21/07/24;Semangka 24;2
22/07/24;Semangka 24;0
23/07/24;Semangka 24;0
24/07/24;Semangka 24;0
25/07/24;Semangka 24;2
26/07/24;Semangka 24;0
27/07/24;Semangka 24;2
28/07/24;Semangka 24;0
29/07/24;Semangka 24;2
30/07/24;Semangka 24;2
31/07/24;Semangka 24;4
01/08/24;Semangka 24;0
02/08/24;Semangka 24;0
03/08/24;Semangka 24;1
04/08/24;Semangka 24;12
05/08/24;Semangka 24;2
06/08/24;Semangka 24;1
07/08/24;Semangka 24;4
08/08/24;Semangka 24;0
09/08/24;Semangka 24;1
10/08/24;Semangka 24;3
11/08/24;Semangka 24;1
12/08/24;Semangka 24;2
13/08/24;Semangka 24;1
14/08/24;Semangka 24;1
15/08/24;Semangka 24;6
16/08/24;Semangka 24;0
17/08/24;Semangka 24;0
18/08/24;Semangka 24;0
19/08/24;Semangka 24;0
20/08/24;Semangka 24;0
21/08/24;Semangka 24;2
22/08/24;Semangka 24;3
23/08/24;Semangka 24;1
24/08/24;Semangka 24;2
25/08/24;Semangka 24;2
26/08/24;Semangka 24;0
27/08/24;Semangka 24;8
28/08/24;Semangka 24;1
29/08/24;Semangka 24;1
30/08/24;Semangka 24;2
31/08/24;Semangka 24;2
01/09/24;Semangka 24;3
02/09/24;Semangka 24;1
03/09/24;Semangka 24;0
04/09/24;Semangka 24;4
05/09/24;Semangka 24;2
06/09/24;Semangka 24;1
07/09/24;Semangka 24;3
08/09/24;Semangka 24;3
09/09/24;Semangka 24;3
10/09/24;Semangka 24;0
11/09/24;Semangka 24;3
12/09/24;Semangka 24;4
13/09/24;Semangka 24;3
14/09/24;Semangka 24;6
15/09/24;Semangka 24;3
16/09/24;Semangka 24;0
17/09/24;Semangka 24;1
18/09/24;Semangka 24;1
19/09/24;Semangka 24;5
20/09/24;Semangka 24;2
21/09/24;Semangka 24;2
22/09/24;Semangka 24;2
23/09/24;Semangka 24;2
24/09/24;Semangka 24;1
25/09/24;Semangka 24;5
26/09/24;Semangka 24;0
27/09/24;Semangka 24;0
28/09/24;Semangka 24;5
29/09/24;Semangka 24;1
30/09/24;Semangka 24;2
01/10/24;Semangka 24;3
02/10/24;Semangka 24;4
03/10/24;Semangka 24;3
04/10/24;Semangka 24;2
05/10/24;Semangka 24;1
06/10/24;Semangka 24;3
07/10/24;Semangka 24;1
08/10/24;Semangka 24;4
09/10/24;Semangka 24;0
10/10/24;Semangka 24;0
11/10/24;Semangka 24;0
12/10/24;Semangka 24;0
13/10/24;Semangka 24;0
14/10/24;Semangka 24;0
15/10/24;Semangka 24;0
16/10/24;Semangka 24;0
17/10/24;Semangka 24;0
18/10/24;Semangka 24;2
19/10/24;Semangka 24;0
20/10/24;Semangka 24;0
21/10/24;Semangka 24;0
22/10/24;Semangka 24;0
23/10/24;Semangka 24;0
24/10/24;Semangka 24;0
25/10/24;Semangka 24;0
26/10/24;Semangka 24;5
27/10/24;Semangka 24;0
28/10/24;Semangka 24;0
29/10/24;Semangka 24;0
30/10/24;Semangka 24;0
31/10/24;Semangka 24;0
01/11/24;Semangka 24;0
02/11/24;Semangka 24;0
03/11/24;Semangka 24;0
04/11/24;Semangka 24;0
05/11/24;Semangka 24;0
06/11/24;Semangka 24;0
07/11/24;Semangka 24;0
08/11/24;Semangka 24;0
09/11/24;Semangka 24;0
10/11/24;Semangka 24;0
11/11/24;Semangka 24;0
12/11/24;Semangka 24;0
13/11/24;Semangka 24;0
14/11/24;Semangka 24;0
15/11/24;Semangka 24;0
16/11/24;Semangka 24;0
17/11/24;Semangka 24;0
18/11/24;Semangka 24;0
19/11/24;Semangka 24;0
20/11/24;Semangka 24;0
21/11/24;Semangka 24;0
22/11/24;Semangka 24;0
23/11/24;Semangka 24;0
24/11/24;Semangka 24;0
25/11/24;Semangka 24;0
26/11/24;Semangka 24;0
27/11/24;Semangka 24;0
28/11/24;Semangka 24;5
29/11/24;Semangka 24;0
30/11/24;Semangka 24;0
01/12/24;Semangka 24;0
02/12/24;Semangka 24;0
03/12/24;Semangka 24;0
04/12/24;Semangka 24;0
05/12/24;Semangka 24;0
06/12/24;Semangka 24;0
07/12/24;Semangka 24;0
08/12/24;Semangka 24;0
09/12/24;Semangka 24;0
10/12/24;Semangka 24;0
11/12/24;Semangka 24;0
12/12/24;Semangka 24;0
13/12/24;Semangka 24;0
14/12/24;Semangka 24;3
15/12/24;Semangka 24;1
16/12/24;Semangka 24;2
17/12/24;Semangka 24;1
18/12/24;Semangka 24;2
19/12/24;Semangka 24;4
20/12/24;Semangka 24;0
21/12/24;Semangka 24;5
22/12/24;Semangka 24;0
23/12/24;Semangka 24;0
24/12/24;Semangka 24;1
25/12/24;Semangka 24;0
26/12/24;Semangka 24;2
27/12/24;Semangka 24;0
28/12/24;Semangka 24;0
29/12/24;Semangka 24;4
30/12/24;Semangka 24;0
31/12/24;Semangka 24;1
