date;product_name;sum_sales
06/05/24;Dozer 15;2
07/05/24;Dozer 15;2
08/05/24;Dozer 15;1
09/05/24;Dozer 15;0
10/05/24;Dozer 15;4
11/05/24;Dozer 15;3
12/05/24;Dozer 15;0
13/05/24;Dozer 15;2
14/05/24;Dozer 15;0
15/05/24;Dozer 15;0
16/05/24;Dozer 15;0
17/05/24;Dozer 15;0
18/05/24;Dozer 15;2
19/05/24;Dozer 15;0
20/05/24;Dozer 15;2
21/05/24;Dozer 15;2
22/05/24;Dozer 15;2
23/05/24;Dozer 15;2
24/05/24;Dozer 15;0
25/05/24;Dozer 15;1
26/05/24;Dozer 15;0
27/05/24;Dozer 15;1
28/05/24;Dozer 15;7
29/05/24;Dozer 15;0
30/05/24;Dozer 15;0
31/05/24;Dozer 15;4
01/06/24;Dozer 15;3
02/06/24;Dozer 15;1
03/06/24;Dozer 15;2
04/06/24;Dozer 15;0
05/06/24;Dozer 15;1
06/06/24;Dozer 15;4
07/06/24;Dozer 15;0
08/06/24;Dozer 15;1
09/06/24;Dozer 15;2
10/06/24;Dozer 15;3
11/06/24;Dozer 15;0
12/06/24;Dozer 15;1
13/06/24;Dozer 15;0
14/06/24;Dozer 15;0
15/06/24;Dozer 15;2
16/06/24;Dozer 15;2
17/06/24;Dozer 15;0
18/06/24;Dozer 15;4
19/06/24;Dozer 15;3
20/06/24;Dozer 15;0
21/06/24;Dozer 15;2
22/06/24;Dozer 15;0
23/06/24;Dozer 15;0
24/06/24;Dozer 15;0
25/06/24;Dozer 15;1
26/06/24;Dozer 15;1
27/06/24;Dozer 15;0
28/06/24;Dozer 15;0
29/06/24;Dozer 15;1
30/06/24;Dozer 15;0
01/07/24;Dozer 15;0
02/07/24;Dozer 15;0
03/07/24;Dozer 15;2
04/07/24;Dozer 15;6
05/07/24;Dozer 15;3
06/07/24;Dozer 15;3
07/07/24;Dozer 15;0
08/07/24;Dozer 15;0
09/07/24;Dozer 15;0
10/07/24;Dozer 15;0
11/07/24;Dozer 15;0
12/07/24;Dozer 15;1
13/07/24;Dozer 15;3
14/07/24;Dozer 15;0
15/07/24;Dozer 15;2
16/07/24;Dozer 15;3
17/07/24;Dozer 15;1
18/07/24;Dozer 15;0
19/07/24;Dozer 15;1
20/07/24;Dozer 15;2
21/07/24;Dozer 15;0
22/07/24;Dozer 15;1
23/07/24;Dozer 15;0
24/07/24;Dozer 15;0
25/07/24;Dozer 15;1
26/07/24;Dozer 15;1
27/07/24;Dozer 15;3
28/07/24;Dozer 15;0
29/07/24;Dozer 15;0
30/07/24;Dozer 15;2
31/07/24;Dozer 15;3
01/08/24;Dozer 15;1
02/08/24;Dozer 15;0
03/08/24;Dozer 15;2
04/08/24;Dozer 15;2
05/08/24;Dozer 15;1
06/08/24;Dozer 15;0
07/08/24;Dozer 15;2
08/08/24;Dozer 15;3
09/08/24;Dozer 15;1
10/08/24;Dozer 15;1
11/08/24;Dozer 15;0
12/08/24;Dozer 15;1
13/08/24;Dozer 15;2
14/08/24;Dozer 15;0
15/08/24;Dozer 15;5
16/08/24;Dozer 15;2
17/08/24;Dozer 15;0
18/08/24;Dozer 15;1
19/08/24;Dozer 15;2
20/08/24;Dozer 15;0
21/08/24;Dozer 15;0
22/08/24;Dozer 15;1
23/08/24;Dozer 15;1
24/08/24;Dozer 15;0
25/08/24;Dozer 15;1
26/08/24;Dozer 15;3
27/08/24;Dozer 15;5
28/08/24;Dozer 15;1
29/08/24;Dozer 15;1
30/08/24;Dozer 15;2
31/08/24;Dozer 15;2
01/09/24;Dozer 15;1
02/09/24;Dozer 15;2
03/09/24;Dozer 15;1
04/09/24;Dozer 15;0
05/09/24;Dozer 15;1
06/09/24;Dozer 15;3
07/09/24;Dozer 15;0
08/09/24;Dozer 15;4
09/09/24;Dozer 15;2
10/09/24;Dozer 15;4
11/09/24;Dozer 15;3
12/09/24;Dozer 15;5
13/09/24;Dozer 15;0
14/09/24;Dozer 15;0
15/09/24;Dozer 15;2
16/09/24;Dozer 15;0
17/09/24;Dozer 15;5
18/09/24;Dozer 15;2
19/09/24;Dozer 15;3
20/09/24;Dozer 15;2
21/09/24;Dozer 15;1
22/09/24;Dozer 15;0
23/09/24;Dozer 15;3
24/09/24;Dozer 15;3
25/09/24;Dozer 15;1
26/09/24;Dozer 15;4
27/09/24;Dozer 15;0
28/09/24;Dozer 15;0
29/09/24;Dozer 15;2
30/09/24;Dozer 15;6
01/10/24;Dozer 15;0
02/10/24;Dozer 15;1
03/10/24;Dozer 15;0
04/10/24;Dozer 15;1
05/10/24;Dozer 15;2
06/10/24;Dozer 15;2
07/10/24;Dozer 15;1
08/10/24;Dozer 15;0
09/10/24;Dozer 15;0
10/10/24;Dozer 15;0
11/10/24;Dozer 15;0
12/10/24;Dozer 15;5
13/10/24;Dozer 15;0
14/10/24;Dozer 15;0
15/10/24;Dozer 15;0
16/10/24;Dozer 15;0
17/10/24;Dozer 15;0
18/10/24;Dozer 15;0
19/10/24;Dozer 15;0
20/10/24;Dozer 15;0
21/10/24;Dozer 15;0
22/10/24;Dozer 15;0
23/10/24;Dozer 15;0
24/10/24;Dozer 15;0
25/10/24;Dozer 15;0
26/10/24;Dozer 15;0
27/10/24;Dozer 15;0
28/10/24;Dozer 15;0
29/10/24;Dozer 15;0
30/10/24;Dozer 15;0
31/10/24;Dozer 15;1
01/11/24;Dozer 15;0
02/11/24;Dozer 15;0
03/11/24;Dozer 15;0
04/11/24;Dozer 15;2
05/11/24;Dozer 15;0
06/11/24;Dozer 15;0
07/11/24;Dozer 15;0
08/11/24;Dozer 15;0
09/11/24;Dozer 15;0
10/11/24;Dozer 15;0
11/11/24;Dozer 15;0
12/11/24;Dozer 15;0
13/11/24;Dozer 15;0
14/11/24;Dozer 15;0
15/11/24;Dozer 15;0
16/11/24;Dozer 15;0
17/11/24;Dozer 15;0
18/11/24;Dozer 15;0
19/11/24;Dozer 15;0
20/11/24;Dozer 15;0
21/11/24;Dozer 15;0
22/11/24;Dozer 15;0
23/11/24;Dozer 15;0
24/11/24;Dozer 15;0
25/11/24;Dozer 15;0
26/11/24;Dozer 15;0
27/11/24;Dozer 15;1
28/11/24;Dozer 15;0
29/11/24;Dozer 15;0
30/11/24;Dozer 15;0
01/12/24;Dozer 15;0
02/12/24;Dozer 15;0
03/12/24;Dozer 15;0
04/12/24;Dozer 15;0
05/12/24;Dozer 15;2
06/12/24;Dozer 15;0
07/12/24;Dozer 15;0
08/12/24;Dozer 15;0
09/12/24;Dozer 15;0
10/12/24;Dozer 15;0
11/12/24;Dozer 15;0
12/12/24;Dozer 15;0
13/12/24;Dozer 15;1
14/12/24;Dozer 15;0
15/12/24;Dozer 15;3
16/12/24;Dozer 15;1
17/12/24;Dozer 15;1
18/12/24;Dozer 15;0
19/12/24;Dozer 15;4
20/12/24;Dozer 15;1
21/12/24;Dozer 15;4
22/12/24;Dozer 15;0
23/12/24;Dozer 15;1
24/12/24;Dozer 15;2
25/12/24;Dozer 15;0
26/12/24;Dozer 15;2
27/12/24;Dozer 15;1
28/12/24;Dozer 15;4
29/12/24;Dozer 15;2
30/12/24;Dozer 15;0
31/12/24;Dozer 15;0
